name: r201-6, Alg: 5, number particle: 15
08-05 at 02:32:26, name: r207-1, Alg: random16, #particle: 35 seed: 1
08-05 at 02:40:45, name: r207-1, Alg: 16, #particle: 30, seed: 1
08-05 at 02:49:27, name: r208-1, Alg: random14, #particle: 30 seed: 1
08-05 at 03:12:32, name: r204-5, Alg: 13, #particle: 15, seed: 1
08-05 at 03:17:10, name: r105-6, Alg: 5, #particle: 15, seed: 1
08-05 at 05:38:10, name: r207-1, Alg: 16, #particle: 35, seed: 1
08-05 at 05:59:57, name: r208-1, Alg: random14, #particle: 35 seed: 1
08-05 at 06:43:40, name: r208-1, Alg: random15, #particle: 30 seed: 1
08-05 at 08:30:22, name: r205-5, Alg: 13, #particle: 15, seed: 1
08-05 at 10:07:30, name: r210-10, Alg: 5, #particle: 15, seed: 1
08-05 at 11:44:48, name: r208-1, Alg: random15, #particle: 35 seed: 1
08-05 at 13:05:58, name: rc206-1, Alg: random14, #particle: 20 seed: 1
08-05 at 13:27:27, name: rc206-1, Alg: random16, #particle: 20 seed: 1
08-05 at 13:55:48, name: rc206-1, Alg: 16, #particle: 20, seed: 1
08-05 at 14:46:42, name: rc206-1, Alg: random16, #particle: 25 seed: 1
08-05 at 15:08:09, name: rc206-1, Alg: random14, #particle: 25 seed: 1
08-05 at 16:11:48, name: r206-5, Alg: 13, #particle: 15, seed: 1
08-05 at 16:16:05, name: rc206-1, Alg: 16, #particle: 25, seed: 1
08-05 at 16:17:31, name: r208-0, Alg: random1ุ, #particle: 20 seed: 1
08-05 at 16:17:33, name: r208-0, Alg: random1ุ, #particle: 25 seed: 1
08-05 at 16:17:36, name: r208-0, Alg: random1ุ, #particle: 30 seed: 1
08-05 at 16:17:38, name: r208-0, Alg: random1ุ, #particle: 35 seed: 1
08-05 at 16:48:21, name: r211-10, Alg: 5, #particle: 15, seed: 1
08-05 at 17:21:48, name: rc206-1, Alg: random14, #particle: 30 seed: 1
08-05 at 17:56:47, name: rc206-1, Alg: 16, #particle: 30, seed: 1
08-05 at 19:04:48, name: rc206-1, Alg: random16, #particle: 30 seed: 1
08-05 at 19:20:54, name: r208-1, Alg: random16, #particle: 20 seed: 1
08-05 at 21:32:21, name: rc206-1, Alg: random14, #particle: 35 seed: 1
08-05 at 21:40:32, name: rc206-1, Alg: 16, #particle: 35, seed: 1
08-05 at 22:02:16, name: rc206-1, Alg: random16, #particle: 35 seed: 1
08-05 at 22:47:40, name: r208-1, Alg: random16, #particle: 25 seed: 1
08-06 at 00:05:09, name: r208-5, Alg: random16, #particle: 30 seed: 1
08-06 at 01:08:30, name: rc104-10, Alg: 5, #particle: 15, seed: 1
08-06 at 01:54:52, name: r204-5, Alg: 14, #particle: 15, seed: 1
08-06 at 03:23:23, name: r208-1, Alg: random16, #particle: 35 seed: 1
08-06 at 07:34:46, name: r205-5, Alg: 14, #particle: 15, seed: 1
08-06 at 09:37:08, name: rc105-10, Alg: 5, #particle: 15, seed: 1
08-06 at 11:57:57, name: r206-5, Alg: 14, #particle: 15, seed: 1
08-06 at 13:12:38, name: rc208-1, Alg: random14, #particle: 20 seed: 1
08-06 at 13:46:47, name: r106-1, Alg: random16, #particle: 20 seed: 1
08-06 at 13:56:57, name: rc106-1, Alg: 16, #particle: 20, seed: 1
08-06 at 14:31:50, name: rc208-1, Alg: random16, #particle: 20 seed: 1
08-06 at 15:11:58, name: rc208-1, Alg: random14, #particle: 25 seed: 1
08-06 at 15:55:25, name: rc106-1, Alg: 16, #particle: 25, seed: 1
08-06 at 16:34:36, name: r106-1, Alg: random16, #particle: 25 seed: 1
08-06 at 18:11:07, name: rc208-1, Alg: random16, #particle: 25 seed: 1
08-06 at 18:30:08, name: rc106-10, Alg: 5, #particle: 15, seed: 1
08-06 at 18:40:24, name: rc208-1, Alg: random14, #particle: 30 seed: 1
08-06 at 18:51:39, name: r106-1, Alg: random16, #particle: 30 seed: 1
08-06 at 20:41:56, name: rc106-1, Alg: 16, #particle: 30, seed: 1
08-06 at 20:42:13, name: rc208-1, Alg: random16, #particle: 30 seed: 1
08-06 at 21:17:22, name: rc208-1, Alg: random14, #particle: 35 seed: 1
08-06 at 21:38:18, name: r204-5, Alg: 15, #particle: 15, seed: 1
08-06 at 22:14:32, name: r106-1, Alg: random16, #particle: 35 seed: 1
08-06 at 23:12:06, name: rc208-1, Alg: random16, #particle: 35 seed: 1
08-07 at 00:25:59, name: rc106-1, Alg: 16, #particle: 35, seed: 1
08-07 at 00:50:59, name: rc106-1, Alg: random14, #particle: 20 seed: 1
08-07 at 00:58:18, name: rc106-1, Alg: random16, #particle: 20 seed: 1
08-07 at 01:06:35, name: r205-1, Alg: random16, #particle: 20 seed: 1
08-07 at 02:16:39, name: rc106-1, Alg: random14, #particle: 25 seed: 1
08-07 at 02:45:34, name: r205-1, Alg: random16, #particle: 25 seed: 1
08-07 at 03:19:06, name: rc107-10, Alg: 5, #particle: 15, seed: 1
08-07 at 04:10:36, name: rc106-1, Alg: random16, #particle: 25 seed: 1
08-07 at 04:29:51, name: rc106-1, Alg: random14, #particle: 30 seed: 1
08-07 at 04:48:16, name: r205-1, Alg: random16, #particle: 30 seed: 1
08-07 at 05:32:54, name: r205-5, Alg: 15, #particle: 15, seed: 1
08-07 at 06:08:46, name: rc106-1, Alg: random16, #particle: 30 seed: 1
08-07 at 08:12:09, name: r205-1, Alg: random16, #particle: 35 seed: 1
08-07 at 08:24:44, name: rc106-1, Alg: random14, #particle: 35 seed: 1
08-07 at 08:34:19, name: rc106-1, Alg: random16, #particle: 35 seed: 1
08-07 at 08:53:21, name: rc108-10, Alg: 5, #particle: 15, seed: 1
08-07 at 14:29:42, name: r105-6, Alg: 8, #particle: 15, seed: 1
08-07 at 15:46:01, name: r206-5, Alg: 15, #particle: 15, seed: 1
08-07 at 19:32:51, name: r210-5, Alg: 8, #particle: 15, seed: 1
08-07 at 21:23:15, name: r204-5, Alg: 16, #particle: 15, seed: 1
08-08 at 01:27:57, name: r205-5, Alg: 16, #particle: 15, seed: 1
08-08 at 02:06:23, name: r211-5, Alg: 8, #particle: 15, seed: 1
08-08 at 07:43:37, name: r206-5, Alg: 16, #particle: 15, seed: 1
08-08 at 08:05:07, name: rc104-5, Alg: 8, #particle: 15, seed: 1
08-08 at 15:07:20, name: rc105-5, Alg: 8, #particle: 15, seed: 1
08-08 at 16:53:25, name: rc106-1, Alg: random15, #particle: 20 seed: 1
08-08 at 16:53:27, name: r106-1, Alg: random14, #particle: 20 seed: 1
08-08 at 17:07:10, name: r204-1, Alg: random16, #particle: 20 seed: 1
08-08 at 17:22:35, name: rc101-1, Alg: random16, #particle: 15 seed: 1
08-08 at 17:22:38, name: r106-1, Alg: 16, #particle: 20, seed: 1
08-08 at 17:45:51, name: rc101-1, Alg: random16, #particle: 20 seed: 1
08-08 at 17:52:01, name: rc101-1, Alg: random14, #particle: 20 seed: 1
08-08 at 19:00:02, name: r112-1, Alg: random16, #particle: 20 seed: 1
08-08 at 19:10:08, name: r106-1, Alg: random15, #particle: 20 seed: 1
08-08 at 19:17:55, name: rc102-1, Alg: random16, #particle: 15 seed: 1
08-08 at 19:32:06, name: rc101-1, Alg: random15, #particle: 20 seed: 1
08-08 at 19:34:55, name: r205-1, Alg: random14, #particle: 20 seed: 1
08-08 at 19:37:16, name: rc102-1, Alg: random16, #particle: 20 seed: 1
08-08 at 19:52:47, name: r204-2, Alg: 16, #particle: 20, seed: 1
08-08 at 20:40:55, name: r111-1, Alg: random16, #particle: 20 seed: 1
08-08 at 20:49:17, name: rc102-1, Alg: random14, #particle: 20 seed: 1
08-08 at 20:54:41, name: r205-1, Alg: random15, #particle: 20 seed: 1
08-08 at 20:58:11, name: rc103-1, Alg: random16, #particle: 15 seed: 1
08-08 at 21:07:49, name: r204-1, Alg: random14, #particle: 20 seed: 1
08-08 at 21:20:38, name: rc103-1, Alg: random16, #particle: 20 seed: 1
08-08 at 22:04:25, name: rc103-1, Alg: random14, #particle: 20 seed: 1
08-08 at 22:19:42, name: rc104-1, Alg: random16, #particle: 15 seed: 1
08-08 at 22:36:36, name: r112-1, Alg: 16, #particle: 20, seed: 1
08-08 at 22:37:20, name: r112-1, Alg: random14, #particle: 20 seed: 1
08-08 at 22:41:21, name: rc102-1, Alg: random15, #particle: 20 seed: 1
08-08 at 22:47:00, name: rc106-5, Alg: 8, #particle: 15, seed: 1
08-08 at 22:49:26, name: rc104-1, Alg: random16, #particle: 20 seed: 1
08-08 at 23:10:42, name: r110-1, Alg: random16, #particle: 20 seed: 1
08-09 at 00:00:03, name: rc105-1, Alg: random16, #particle: 15 seed: 1
08-09 at 00:30:46, name: rc104-1, Alg: random14, #particle: 20 seed: 1
08-09 at 00:39:41, name: r204-1, Alg: random15, #particle: 20 seed: 1
08-09 at 00:42:58, name: rc105-1, Alg: random16, #particle: 20 seed: 1
08-09 at 00:43:42, name: r111-1, Alg: 16, #particle: 20, seed: 1
08-09 at 00:51:44, name: r111-1, Alg: random14, #particle: 20 seed: 1
08-09 at 01:08:33, name: rc106-1, Alg: random16, #particle: 15 seed: 1
08-09 at 01:51:34, name: rc106-2, Alg: random16, #particle: 20 seed: 1
08-09 at 02:06:17, name: rc105-1, Alg: random14, #particle: 20 seed: 1
08-09 at 02:17:16, name: rc107-1, Alg: random16, #particle: 15 seed: 1
08-09 at 02:18:58, name: r109-1, Alg: random16, #particle: 20 seed: 1
08-09 at 02:35:18, name: rc103-1, Alg: random15, #particle: 20 seed: 1
08-09 at 03:17:27, name: r112-1, Alg: random15, #particle: 20 seed: 1
08-09 at 03:18:32, name: rc107-1, Alg: random16, #particle: 20 seed: 1
08-09 at 03:47:13, name: rc106-2, Alg: random14, #particle: 20 seed: 1
08-09 at 03:52:08, name: rc108-1, Alg: random16, #particle: 15 seed: 1
08-09 at 04:01:31, name: r110-2, Alg: 16, #particle: 20, seed: 1
08-09 at 04:03:29, name: r108-1, Alg: random16, #particle: 20 seed: 1
08-09 at 04:38:27, name: r110-1, Alg: random14, #particle: 20 seed: 1
08-09 at 05:02:46, name: rc107-1, Alg: random14, #particle: 20 seed: 1
08-09 at 05:06:31, name: rc108-1, Alg: random16, #particle: 20 seed: 1
08-09 at 05:11:11, name: rc104-1, Alg: random15, #particle: 20 seed: 1
08-09 at 05:25:33, name: r111-1, Alg: random15, #particle: 20 seed: 1
08-09 at 05:26:30, name: rc101-2, Alg: random16, #particle: 15 seed: 1
08-09 at 06:05:57, name: r109-1, Alg: random14, #particle: 20 seed: 1
08-09 at 06:16:17, name: r109-1, Alg: 16, #particle: 20, seed: 1
08-09 at 06:44:01, name: r107-1, Alg: random16, #particle: 20 seed: 1
08-09 at 07:17:04, name: rc108-1, Alg: random14, #particle: 20 seed: 1
08-09 at 07:26:20, name: rc102-2, Alg: random16, #particle: 15 seed: 1
08-09 at 07:48:10, name: r110-1, Alg: random15, #particle: 20 seed: 1
08-09 at 08:22:58, name: rc105-1, Alg: random15, #particle: 20 seed: 1
08-09 at 08:30:46, name: r108-1, Alg: random14, #particle: 20 seed: 1
08-09 at 08:34:31, name: r104-1, Alg: random16, #particle: 20 seed: 1
08-09 at 08:35:34, name: rc101-1, Alg: random16, #particle: 25 seed: 1
08-09 at 08:42:26, name: rc103-2, Alg: random16, #particle: 15 seed: 1
08-09 at 09:01:41, name: rc107-5, Alg: 8, #particle: 15, seed: 1
08-09 at 09:39:06, name: r108-1, Alg: 16, #particle: 20, seed: 1
08-09 at 09:57:14, name: rc104-2, Alg: random16, #particle: 15 seed: 1
08-09 at 10:02:38, name: rc101-1, Alg: random14, #particle: 25 seed: 1
08-09 at 10:02:45, name: r204-1, Alg: random16, #particle: 25 seed: 1
08-09 at 10:27:38, name: r109-1, Alg: random15, #particle: 20 seed: 1
08-09 at 10:57:53, name: r107-1, Alg: random14, #particle: 20 seed: 1
08-09 at 11:02:38, name: rc106-2, Alg: random15, #particle: 20 seed: 1
08-09 at 11:03:13, name: rc102-1, Alg: random16, #particle: 25 seed: 1
08-09 at 11:40:08, name: rc105-2, Alg: random16, #particle: 15 seed: 1
08-09 at 12:00:46, name: r112-1, Alg: random16, #particle: 25 seed: 1
08-09 at 12:27:46, name: r107-1, Alg: 16, #particle: 20, seed: 1
08-09 at 12:38:21, name: rc102-1, Alg: random14, #particle: 25 seed: 1
08-09 at 13:06:57, name: r108-1, Alg: random15, #particle: 20 seed: 1
08-09 at 13:10:17, name: rc103-1, Alg: random16, #particle: 25 seed: 1
08-09 at 13:11:04, name: r104-1, Alg: random14, #particle: 20 seed: 1
08-09 at 13:21:51, name: rc106-2, Alg: random16, #particle: 15 seed: 1
08-09 at 13:28:53, name: rc107-1, Alg: random15, #particle: 20 seed: 1
08-09 at 14:06:02, name: r111-1, Alg: random16, #particle: 25 seed: 1
08-09 at 14:30:07, name: rc107-2, Alg: random16, #particle: 15 seed: 1
08-09 at 14:33:17, name: r104-1, Alg: 16, #particle: 20, seed: 1
08-09 at 15:15:05, name: rc103-1, Alg: random14, #particle: 25 seed: 1
08-09 at 15:25:04, name: rc104-1, Alg: random16, #particle: 25 seed: 1
08-09 at 15:41:39, name: r106-1, Alg: random14, #particle: 25 seed: 1
08-09 at 15:47:15, name: r107-1, Alg: random15, #particle: 20 seed: 1
08-09 at 16:30:26, name: r110-1, Alg: random16, #particle: 25 seed: 1
08-09 at 16:40:26, name: rc108-1, Alg: random15, #particle: 20 seed: 1
08-09 at 16:41:12, name: rc108-2, Alg: random16, #particle: 15 seed: 1
08-09 at 17:31:11, name: rc105-1, Alg: random16, #particle: 25 seed: 1
08-09 at 17:40:17, name: rc104-1, Alg: random14, #particle: 25 seed: 1
08-09 at 17:51:37, name: r106-1, Alg: 16, #particle: 25, seed: 1
08-09 at 17:53:52, name: rc108-5, Alg: 8, #particle: 15, seed: 1
08-09 at 17:54:17, name: r205-1, Alg: random14, #particle: 25 seed: 1
08-09 at 18:03:25, name: r104-1, Alg: random15, #particle: 20 seed: 1
08-09 at 18:11:38, name: rc101-3, Alg: random16, #particle: 15 seed: 1
08-09 at 19:05:50, name: r109-1, Alg: random16, #particle: 25 seed: 1
08-09 at 19:10:35, name: rc101-1, Alg: random15, #particle: 25 seed: 1
08-09 at 19:39:52, name: rc106-2, Alg: random16, #particle: 25 seed: 1
08-09 at 19:40:41, name: rc105-1, Alg: random14, #particle: 25 seed: 1
08-09 at 19:45:28, name: rc102-3, Alg: random16, #particle: 15 seed: 1
08-09 at 20:28:26, name: r204-1, Alg: random14, #particle: 25 seed: 1
08-09 at 20:54:37, name: r204-2, Alg: 16, #particle: 25, seed: 1
08-09 at 21:16:37, name: rc103-3, Alg: random16, #particle: 15 seed: 1
08-09 at 21:23:04, name: r108-1, Alg: random16, #particle: 25 seed: 1
08-09 at 21:30:10, name: rc106-2, Alg: random14, #particle: 25 seed: 1
08-09 at 22:28:56, name: r112-1, Alg: random14, #particle: 25 seed: 1
08-09 at 22:38:45, name: rc107-1, Alg: random16, #particle: 25 seed: 1
08-09 at 22:47:57, name: rc104-3, Alg: random16, #particle: 15 seed: 1
08-09 at 23:04:55, name: rc102-1, Alg: random15, #particle: 25 seed: 1
08-09 at 23:06:54, name: rc106-1, Alg: random15, #particle: 25 seed: 1
08-09 at 23:26:00, name: rc107-1, Alg: random14, #particle: 25 seed: 1
08-10 at 00:03:43, name: r112-1, Alg: 16, #particle: 25, seed: 1
08-10 at 00:22:10, name: r107-1, Alg: random16, #particle: 25 seed: 1
08-10 at 00:38:17, name: rc105-3, Alg: random16, #particle: 15 seed: 1
08-10 at 01:04:04, name: rc108-1, Alg: random14, #particle: 25 seed: 1
08-10 at 01:33:29, name: rc108-1, Alg: random16, #particle: 25 seed: 1
08-10 at 01:33:39, name: r111-1, Alg: random14, #particle: 25 seed: 1
08-10 at 01:52:29, name: rc103-1, Alg: random15, #particle: 25 seed: 1
08-10 at 02:07:30, name: rc106-3, Alg: random16, #particle: 15 seed: 1
08-10 at 03:04:09, name: r111-1, Alg: 16, #particle: 25, seed: 1
08-10 at 03:57:01, name: rc101-1, Alg: random16, #particle: 30 seed: 1
08-10 at 04:09:41, name: r104-1, Alg: random16, #particle: 25 seed: 1
08-10 at 04:24:06, name: r105-6, Alg: 10, #particle: 15, seed: 1
08-10 at 04:33:35, name: rc107-3, Alg: random16, #particle: 15 seed: 1
08-10 at 04:33:45, name: rc101-1, Alg: random14, #particle: 30 seed: 1
08-10 at 04:45:14, name: r110-1, Alg: random14, #particle: 25 seed: 1
08-10 at 05:11:41, name: rc104-1, Alg: random15, #particle: 25 seed: 1
08-10 at 05:13:10, name: r106-1, Alg: random15, #particle: 25 seed: 1
08-10 at 05:31:49, name: r110-2, Alg: 16, #particle: 25, seed: 1
08-10 at 05:44:09, name: rc108-3, Alg: random16, #particle: 15 seed: 1
08-10 at 06:28:28, name: r109-1, Alg: random14, #particle: 25 seed: 1
08-10 at 06:54:53, name: rc102-1, Alg: random16, #particle: 30 seed: 1
08-10 at 07:03:56, name: rc101-4, Alg: random16, #particle: 15 seed: 1
08-10 at 08:12:24, name: r205-1, Alg: random15, #particle: 25 seed: 1
08-10 at 08:15:47, name: rc102-1, Alg: random14, #particle: 30 seed: 1
08-10 at 08:16:56, name: r108-1, Alg: random14, #particle: 25 seed: 1
08-10 at 08:24:43, name: rc105-1, Alg: random15, #particle: 25 seed: 1
08-10 at 08:51:42, name: r109-1, Alg: 16, #particle: 25, seed: 1
08-10 at 08:51:58, name: r204-1, Alg: random16, #particle: 30 seed: 1
08-10 at 08:59:09, name: rc102-4, Alg: random16, #particle: 15 seed: 1
08-10 at 09:22:03, name: rc103-1, Alg: random16, #particle: 30 seed: 1
08-10 at 10:29:46, name: r204-1, Alg: random15, #particle: 25 seed: 1
08-10 at 10:53:08, name: rc103-4, Alg: random16, #particle: 15 seed: 1
08-10 at 10:54:08, name: r107-1, Alg: random14, #particle: 25 seed: 1
08-10 at 11:23:03, name: rc103-1, Alg: random14, #particle: 30 seed: 1
08-10 at 11:25:30, name: r108-1, Alg: 16, #particle: 25, seed: 1
08-10 at 11:34:09, name: rc104-1, Alg: random16, #particle: 30 seed: 1
08-10 at 12:10:30, name: rc104-4, Alg: random16, #particle: 15 seed: 1
08-10 at 12:48:35, name: r112-1, Alg: random16, #particle: 30 seed: 1
08-10 at 13:06:17, name: rc106-2, Alg: random15, #particle: 25 seed: 1
08-10 at 13:28:55, name: rc105-4, Alg: random16, #particle: 15 seed: 1
08-10 at 13:32:35, name: r112-1, Alg: random15, #particle: 25 seed: 1
08-10 at 13:45:13, name: r210-5, Alg: 10, #particle: 15, seed: 1
08-10 at 13:51:04, name: rc104-1, Alg: random14, #particle: 30 seed: 1
08-10 at 14:17:26, name: r107-1, Alg: 16, #particle: 25, seed: 1
08-10 at 14:24:54, name: r104-1, Alg: random14, #particle: 25 seed: 1
08-10 at 14:39:10, name: rc105-1, Alg: random16, #particle: 30 seed: 1
08-10 at 15:01:38, name: r111-1, Alg: random16, #particle: 30 seed: 1
08-10 at 15:14:04, name: rc106-4, Alg: random16, #particle: 15 seed: 1
08-10 at 16:04:03, name: r111-1, Alg: random15, #particle: 25 seed: 1
08-10 at 16:29:38, name: rc107-4, Alg: random16, #particle: 15 seed: 1
08-10 at 16:31:26, name: rc105-1, Alg: random14, #particle: 30 seed: 1
08-10 at 16:47:56, name: r106-1, Alg: random14, #particle: 30 seed: 1
08-10 at 16:53:40, name: rc106-2, Alg: random16, #particle: 30 seed: 1
08-10 at 17:26:59, name: r110-1, Alg: random16, #particle: 30 seed: 1
08-10 at 17:45:50, name: r104-1, Alg: 16, #particle: 25, seed: 1
08-10 at 17:53:06, name: rc107-1, Alg: random15, #particle: 25 seed: 1
08-10 at 18:51:39, name: r110-1, Alg: random15, #particle: 25 seed: 1
08-10 at 19:00:23, name: rc108-4, Alg: random16, #particle: 15 seed: 1
08-10 at 19:26:30, name: rc107-1, Alg: random16, #particle: 30 seed: 1
08-10 at 19:33:21, name: r205-1, Alg: random14, #particle: 30 seed: 1
08-10 at 20:11:22, name: r109-1, Alg: random16, #particle: 30 seed: 1
08-10 at 20:28:24, name: rc108-1, Alg: random15, #particle: 25 seed: 1
08-10 at 20:36:26, name: rc106-2, Alg: random14, #particle: 30 seed: 1
08-10 at 20:52:00, name: r106-1, Alg: 16, #particle: 30, seed: 1
08-10 at 21:19:25, name: rc108-1, Alg: random16, #particle: 30 seed: 1
08-10 at 21:53:24, name: r204-1, Alg: random14, #particle: 30 seed: 1
08-10 at 22:22:41, name: r109-1, Alg: random15, #particle: 25 seed: 1
08-10 at 22:37:24, name: r108-1, Alg: random16, #particle: 30 seed: 1
08-10 at 22:40:23, name: rc107-1, Alg: random14, #particle: 30 seed: 1
08-10 at 23:19:13, name: r204-1, Alg: 16, #particle: 30, seed: 1
08-10 at 23:36:18, name: rc101-1, Alg: random15, #particle: 30 seed: 1
08-10 at 23:45:48, name: r112-1, Alg: random14, #particle: 30 seed: 1
08-11 at 00:11:05, name: r211-5, Alg: 10, #particle: 15, seed: 1
08-11 at 00:40:57, name: rc101-1, Alg: random16, #particle: 35 seed: 1
08-11 at 00:47:50, name: rc108-1, Alg: random14, #particle: 30 seed: 1
08-11 at 01:01:03, name: r107-1, Alg: random16, #particle: 30 seed: 1
08-11 at 02:30:36, name: r108-1, Alg: random15, #particle: 25 seed: 1
08-11 at 02:45:45, name: r111-1, Alg: random14, #particle: 30 seed: 1
08-11 at 02:59:33, name: r112-1, Alg: 16, #particle: 30, seed: 1
08-11 at 03:50:01, name: r104-1, Alg: random16, #particle: 30 seed: 1
08-11 at 03:57:02, name: rc102-1, Alg: random15, #particle: 30 seed: 1
08-11 at 04:32:56, name: rc101-1, Alg: random14, #particle: 35 seed: 1
08-11 at 04:40:20, name: rc102-1, Alg: random16, #particle: 35 seed: 1
08-11 at 05:16:54, name: r107-1, Alg: random15, #particle: 25 seed: 1
08-11 at 05:32:43, name: r110-1, Alg: random14, #particle: 30 seed: 1
08-11 at 06:28:51, name: rc101-9, Alg: random16, #particle: 15 seed: 1
08-11 at 07:25:10, name: r204-1, Alg: random16, #particle: 35 seed: 1
08-11 at 07:29:19, name: rc103-1, Alg: random15, #particle: 30 seed: 1
08-11 at 07:41:50, name: r111-1, Alg: 16, #particle: 30, seed: 1
08-11 at 08:11:43, name: rc103-1, Alg: random16, #particle: 35 seed: 1
08-11 at 08:36:07, name: rc102-1, Alg: random14, #particle: 35 seed: 1
08-11 at 08:52:23, name: r104-1, Alg: random15, #particle: 25 seed: 1
08-11 at 10:18:24, name: r109-1, Alg: random14, #particle: 30 seed: 1
08-11 at 10:22:07, name: r110-1, Alg: 16, #particle: 30, seed: 1
08-11 at 10:53:25, name: rc104-1, Alg: random16, #particle: 35 seed: 1
08-11 at 11:31:36, name: r112-1, Alg: random16, #particle: 35 seed: 1
08-11 at 11:34:56, name: rc103-1, Alg: random14, #particle: 35 seed: 1
08-11 at 13:01:53, name: r108-1, Alg: random14, #particle: 30 seed: 1
08-11 at 13:20:03, name: r109-1, Alg: 16, #particle: 30, seed: 1
08-11 at 13:26:28, name: rc106-1, Alg: random15, #particle: 30 seed: 1
08-11 at 13:31:29, name: rc105-1, Alg: random16, #particle: 35 seed: 1
08-11 at 13:55:05, name: rc104-5, Alg: 10, #particle: 15, seed: 1
08-11 at 14:10:29, name: rc104-1, Alg: random15, #particle: 30 seed: 1
08-11 at 14:48:58, name: r111-1, Alg: random16, #particle: 35 seed: 1
08-11 at 15:07:44, name: rc102-9, Alg: random16, #particle: 15 seed: 1
08-11 at 15:12:05, name: rc104-1, Alg: random14, #particle: 35 seed: 1
08-11 at 15:53:36, name: r108-1, Alg: 16, #particle: 30, seed: 1
08-11 at 17:28:22, name: rc106-2, Alg: random16, #particle: 35 seed: 1
08-11 at 17:51:05, name: r106-1, Alg: random15, #particle: 30 seed: 1
08-11 at 17:53:59, name: rc105-1, Alg: random14, #particle: 35 seed: 1
08-11 at 18:06:34, name: r107-1, Alg: random14, #particle: 30 seed: 1
08-12 at 12:23:49, name: rc201-1, Alg: 14, #particle: 20, seed: 1
